Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
7/7/2010,8627557422121.00,4554434292010.18,13181991714131.10,1,2010,4,2010,3,7,7
7/8/2010,8639388337726.93,4552846512587.28,13192234850314.20,1,2010,4,2010,3,7,8
7/9/2010,8639253753800.78,4554601126847.24,13193854880648.00,1,2010,4,2010,3,7,9
7/12/2010,8639110153263.24,4555412861114.99,13194523014378.20,1,2010,4,2010,3,7,12
7/13/2010,8639463545519.75,4559827310684.56,13199290856204.30,1,2010,4,2010,3,7,13
7/14/2010,8639660769988.28,4549844796227.55,13189505566215.80,1,2010,4,2010,3,7,14
7/15/2010,8687401404190.30,4552827117304.58,13240228521494.80,1,2010,4,2010,3,7,15
7/16/2010,8687636130749.29,4552267623701.44,13239903754450.70,1,2010,4,2010,3,7,16
7/19/2010,8687633750508.44,4555260091820.31,13242893842328.70,1,2010,4,2010,3,7,19
7/20/2010,8687662217654.16,4558336243562.14,13245998461216.30,1,2010,4,2010,3,7,20
7/21/2010,8687664673045.60,4549829773848.92,13237494446894.50,1,2010,4,2010,3,7,21
7/22/2010,8698302246088.76,4550851379781.62,13249153625870.30,1,2010,4,2010,3,7,22
7/23/2010,8697892974802.64,4550632022207.27,13248524997009.90,1,2010,4,2010,3,7,23
7/26/2010,8697919989698.74,4554110102335.32,13252030092034.00,1,2010,4,2010,3,7,26
7/27/2010,8698462195782.90,4559817908892.76,13258280104675.60,1,2010,4,2010,3,7,27
7/28/2010,8698368024749.86,4549425624353.00,13247793649102.80,1,2010,4,2010,3,7,28
7/29/2010,8702120743281.01,4544388117291.06,13246508860572.00,1,2010,4,2010,3,7,29
7/30/2010,8702457766405.64,4535269210484.39,13237726976890.00,1,2010,4,2010,3,7,30
8/2/2010,8771691103893.80,4525135555495.73,13296826659389.50,1,2010,4,2010,3,8,2
8/3/2010,8771462133533.12,4530175683617.83,13301637817150.90,1,2010,4,2010,3,8,3
8/4/2010,8771791514324.99,4530510162975.11,13302301677300.10,1,2010,4,2010,3,8,4
8/5/2010,8777035305005.64,4533852046660.16,13310887351665.80,1,2010,4,2010,3,8,5
8/6/2010,8777088587625.31,4533025681907.00,13310114269532.30,1,2010,4,2010,3,8,6
8/9/2010,8776823621528.39,4534426605934.48,13311250227462.80,1,2010,4,2010,3,8,9
8/10/2010,8778544682843.82,4541286254147.21,13319830936991.00,1,2010,4,2010,3,8,10
8/11/2010,8778639712764.28,4529232185228.65,13307871897992.90,1,2010,4,2010,3,8,11
8/12/2010,8787069744688.51,4529979092828.61,13317048837517.10,1,2010,4,2010,3,8,12
8/13/2010,8786780915472.22,4528637036402.78,13315417951875.00,1,2010,4,2010,3,8,13
8/16/2010,8825308128496.03,4531686059845.41,13356994188341.40,1,2010,4,2010,3,8,16
8/17/2010,8825395074863.64,4539344786476.89,13364739861340.50,1,2010,4,2010,3,8,17
8/18/2010,8825609393931.48,4528191617622.47,13353801011553.90,1,2010,4,2010,3,8,18
8/19/2010,8833840421104.71,4529387152836.97,13363227573941.60,1,2010,4,2010,3,8,19
8/20/2010,8833342442821.93,4528397468564.58,13361739911386.50,1,2010,4,2010,3,8,20
8/23/2010,8833234650714.33,4530043635116.97,13363278285831.30,1,2010,4,2010,3,8,23
8/24/2010,8833727680597.51,4537574019697.77,13371301700295.20,1,2010,4,2010,3,8,24
8/25/2010,8834183612860.18,4527170829387.77,13361354442247.90,1,2010,4,2010,3,8,25
8/26/2010,8849513131006.47,4526676608687.14,13376189739693.60,1,2010,4,2010,3,8,26
8/27/2010,8849570008347.77,4525652702637.31,13375222710985.00,1,2010,4,2010,3,8,27
8/30/2010,8849476780656.75,4520365187037.64,13369841967694.30,1,2010,4,2010,3,8,30
8/31/2010,8927061238060.48,4522591298974.57,13449652537035.00,1,2010,4,2010,3,8,31
9/1/2010,8924442908309.90,4502360465102.12,13426803373412.00,1,2010,4,2010,3,9,1
9/2/2010,8933215951978.85,4508841415050.43,13442057367029.20,1,2010,4,2010,3,9,2
9/3/2010,8933281399898.44,4502061771289.43,13435343171187.80,1,2010,4,2010,3,9,3
9/7/2010,8933304360324.20,4505466518706.54,13438770879030.70,1,2010,4,2010,3,9,7
9/8/2010,8933704283143.32,4501651237187.11,13435355520330.40,1,2010,4,2010,3,9,8
9/9/2010,8942517856604.11,4501978189534.38,13444496046138.40,1,2010,4,2010,3,9,9
9/10/2010,8942462559419.34,4499299837737.89,13441762397157.20,1,2010,4,2010,3,9,10
9/13/2010,8942553858943.34,4500889129950.06,13443442988893.40,1,2010,4,2010,3,9,13
9/14/2010,8942704712188.55,4497520786438.87,13440225498627.40,1,2010,4,2010,3,9,14
9/15/2010,9007121861472.49,4490905087664.07,13498026949136.50,1,2010,4,2010,3,9,15
9/16/2010,8970475166793.21,4494421486580.90,13464896653374.10,1,2010,4,2010,3,9,16
9/17/2010,8970272131896.87,4497473138485.90,13467745270382.70,1,2010,4,2010,3,9,17
9/20/2010,8970291578710.76,4499050879423.41,13469342458134.10,1,2010,4,2010,3,9,20
9/21/2010,8970801454312.80,4505860162339.30,13476661616652.10,1,2010,4,2010,3,9,21
9/22/2010,8970779433653.84,4500314736662.36,13471094170316.20,1,2010,4,2010,3,9,22
9/23/2010,8962078027778.79,4501398997308.79,13463477025087.50,1,2010,4,2010,3,9,23
9/24/2010,8962112145545.98,4504706138177.50,13466818283723.40,1,2010,4,2010,3,9,24
9/27/2010,8962045737733.70,4506128137096.38,13468173874830.00,1,2010,4,2010,3,9,27
9/28/2010,8963509129588.84,4509251954169.04,13472761083757.80,1,2010,4,2010,3,9,28
9/29/2010,8963900445439.19,4502371965926.43,13466272411365.60,1,2010,4,2010,3,9,29
9/30/2010,9022808423453.08,4538814607438.71,13561623030891.70,1,2010,4,2010,3,9,30
10/1/2010,9017223006275.57,4593624579534.52,13610847585810.00,1,2011,1,2010,4,10,1
10/4/2010,9017482214669.27,4599773341686.77,13617255556356.00,1,2011,1,2010,4,10,4
10/5/2010,9018180023701.53,4606172650471.26,13624352674172.70,1,2011,1,2010,4,10,5
10/6/2010,9018282657267.76,4606395539167.31,13624678196435.00,1,2011,1,2010,4,10,6
10/7/2010,9007701456838.87,4607973492429.04,13615674949267.90,1,2011,1,2010,4,10,7
10/8/2010,9007653862241.36,4606398628473.36,13614052490714.70,1,2011,1,2010,4,10,8
10/12/2010,9005344956401.17,4607319776173.79,13612664732574.90,1,2011,1,2010,4,10,12
10/13/2010,9009424488282.75,4602875260710.61,13612299748993.30,1,2011,1,2010,4,10,13
10/14/2010,9005974021915.06,4600973072186.84,13606947094101.90,1,2011,1,2010,4,10,14
10/15/2010,9059271396291.56,4606655246964.40,13665926643255.90,1,2011,1,2010,4,10,15
10/18/2010,9060113086608.79,4608781386484.63,13668894473093.40,1,2011,1,2010,4,10,18
10/19/2010,9060556124903.72,4615553411418.37,13676109536322.00,1,2011,1,2010,4,10,19
10/20/2010,9061886738056.66,4606060638771.14,13667947376827.80,1,2011,1,2010,4,10,20
10/21/2010,9058644773549.47,4609338552428.84,13667983325978.30,1,2011,1,2010,4,10,21
10/22/2010,9058605750216.26,4609019241994.70,13667624992210.90,1,2011,1,2010,4,10,22
10/25/2010,9058663206824.61,4610696696671.05,13669359903495.60,1,2011,1,2010,4,10,25
10/26/2010,9059227318152.54,4614522248581.60,13673749566734.10,1,2011,1,2010,4,10,26
10/27/2010,9059338712702.84,4604552554520.48,13663891267223.30,1,2011,1,2010,4,10,27
10/28/2010,9059100952646.52,4599711504742.99,13658812457389.50,1,2011,1,2010,4,10,28
10/29/2010,9069879047803.52,4598946449537.84,13668825497341.30,1,2011,1,2010,4,10,29
11/1/2010,9133022353341.35,4580065553036.01,13713087906377.30,1,2011,1,2010,4,11,1
11/2/2010,9133584590439.72,4590389470419.50,13723974060859.20,1,2011,1,2010,4,11,2
11/3/2010,9133542345619.01,4585169484285.31,13718711829904.30,1,2011,1,2010,4,11,3
11/4/2010,9135679189836.64,4587760478603.54,13723439668440.10,1,2011,1,2010,4,11,4
11/5/2010,9135469398688.94,4587860661821.58,13723330060510.50,1,2011,1,2010,4,11,5
11/8/2010,9135409429433.01,4589757329750.45,13725166759183.40,1,2011,1,2010,4,11,8
11/9/2010,9135403570564.55,4591743828474.04,13727147399038.50,1,2011,1,2010,4,11,9
11/10/2010,9136758086733.07,4582789597013.42,13719547683746.40,1,2011,1,2010,4,11,10
11/12/2010,9137994773432.55,4583984692252.77,13721979465685.30,1,2011,1,2010,4,11,12
11/15/2010,9203788917732.66,4585224643761.06,13789013561493.70,1,2011,1,2010,4,11,15
11/16/2010,9204539480246.53,4590595230691.96,13795134710938.40,1,2011,1,2010,4,11,16
11/17/2010,9205210340121.50,4584068579581.12,13789278919702.60,1,2011,1,2010,4,11,17
11/18/2010,9202939173580.15,4585515968537.90,13788455142118.00,1,2011,1,2010,4,11,18
11/19/2010,9205331929626.46,4584367264902.87,13789699194529.30,1,2011,1,2010,4,11,19
11/22/2010,9205399986156.01,4589245757438.57,13794645743594.50,1,2011,1,2010,4,11,22
11/23/2010,9205377401824.96,4591627049102.72,13797004450927.60,1,2011,1,2010,4,11,23
11/24/2010,9205659465052.82,4582629810027.17,13788289275079.90,1,2011,1,2010,4,11,24
11/26/2010,9209402845753.97,4584840158610.91,13794243004364.80,1,2011,1,2010,4,11,26
11/29/2010,9209537226897.78,4580764926328.04,13790302153225.80,1,2011,1,2010,4,11,29
11/30/2010,9275024690843.88,4585749068174.55,13860773759018.40,1,2011,1,2010,4,11,30
12/1/2010,9269344310610.90,4565574271366.13,13834918581977.00,1,2011,1,2010,4,12,1
12/2/2010,9270171314129.54,4570794924923.61,13840966239053.10,1,2011,1,2010,4,12,2
12/3/2010,9270119745304.06,4563391993688.14,13833511738992.20,1,2011,1,2010,4,12,3
12/6/2010,9270196784106.59,4564627952954.01,13834824737060.60,1,2011,1,2010,4,12,6
12/7/2010,9270374861308.27,4568115453189.37,13838490314497.60,1,2011,1,2010,4,12,7
12/8/2010,9288916003126.37,4558968129983.24,13847884133109.60,1,2011,1,2010,4,12,8
12/9/2010,9289342021415.41,4557152826154.45,13846494847569.80,1,2011,1,2010,4,12,9
12/10/2010,9289427992748.62,4557257758328.56,13846685751077.10,1,2011,1,2010,4,12,10
12/13/2010,9289287583176.89,4558729573572.20,13848017156749.00,1,2011,1,2010,4,12,13
12/14/2010,9289558090308.30,4563031240603.53,13852589330911.80,1,2011,1,2010,4,12,14
12/15/2010,9324634043036.62,4555151011543.50,13879785054580.10,1,2011,1,2010,4,12,15
12/16/2010,9321691439320.33,4557145911830.29,13878837351150.60,1,2011,1,2010,4,12,16
12/17/2010,9323762654615.76,4559637415544.11,13883400070159.80,1,2011,1,2010,4,12,17
12/20/2010,9323679506642.29,4544781782203.52,13868461288845.80,1,2011,1,2010,4,12,20
12/21/2010,9323889939205.17,4543587143768.54,13867477082973.70,1,2011,1,2010,4,12,21
12/22/2010,9324459559239.73,4534069812361.36,13858529371601.00,1,2011,1,2010,4,12,22
12/23/2010,9326422269083.83,4538754294102.48,13865176563186.30,1,2011,1,2010,4,12,23
12/24/2010,9326420947617.17,4539724342987.52,13866145290604.60,1,2011,1,2010,4,12,24
12/27/2010,9326361803446.91,4547638465798.73,13874000269245.60,1,2011,1,2010,4,12,27
12/28/2010,9327486030729.88,4549744325203.12,13877230355933.00,1,2011,1,2010,4,12,28
12/29/2010,9327651808773.26,4543297873206.16,13870949681979.40,1,2011,1,2010,4,12,29
12/30/2010,9327743778364.03,4543386575453.37,13871130353817.40,1,2011,1,2010,4,12,30
12/31/2010,9390476088043.35,4634739130665.17,14025215218708.50,1,2011,1,2010,4,12,31
1/3/2011,9385079979612.71,4612852802216.18,13997932781828.80,1,2011,2,2011,1,1,3
1/4/2011,9384994677498.73,4629054365795.68,14014049043294.40,1,2011,2,2011,1,1,4
1/5/2011,9384965101319.63,4626561626576.22,14011526727895.80,1,2011,2,2011,1,1,5
1/6/2011,9383215327180.01,4628577843801.71,14011793170981.70,1,2011,2,2011,1,1,6
1/7/2011,9383237402043.07,4626184962502.96,14009422364546.00,1,2011,2,2011,1,1,7
1/10/2011,9382983184150.78,4631361824867.85,14014345009018.60,1,2011,2,2011,1,1,10
1/11/2011,9383473336671.16,4636086230916.70,14019559567587.80,1,2011,2,2011,1,1,11
1/12/2011,9383200281716.37,4627189206395.19,14010389488111.50,1,2011,2,2011,1,1,12
1/13/2011,9377204236563.68,4630012738813.91,14007216975377.50,1,2011,2,2011,1,1,13
1/14/2011,9377350492041.16,4630593044829.99,14007943536871.10,1,2011,2,2011,1,1,14
1/18/2011,9415963819710.17,4636417010832.63,14052380830542.80,1,2011,2,2011,1,1,18
1/19/2011,9415973770693.35,4637538379755.10,14053512150448.40,1,2011,2,2011,1,1,19
1/20/2011,9415286484402.29,4641026990530.29,14056313474932.50,1,2011,2,2011,1,1,20
1/21/2011,9415228617099.55,4644908342366.96,14060136959466.50,1,2011,2,2011,1,1,21
1/24/2011,9415046930068.41,4647192974752.28,14062239904820.60,1,2011,2,2011,1,1,24
1/25/2011,9415106119260.54,4652366015858.11,14067472135118.60,1,2011,2,2011,1,1,25
1/26/2011,9414993965006.02,4645017264550.36,14060011229556.30,1,2011,2,2011,1,1,26
1/27/2011,9410276848548.23,4649132311130.19,14059409159678.40,1,2011,2,2011,1,1,27
1/28/2011,9412882434158.15,4643629929471.20,14056512363629.30,1,2011,2,2011,1,1,28
1/31/2011,9485416860164.29,4645634195846.55,14131051056010.80,1,2011,2,2011,1,1,31
2/1/2011,9482575172379.45,4627267706524.08,14109842878903.50,1,2011,2,2011,1,2,1
2/2/2011,9482735273832.17,4633777159576.52,14116512433408.60,1,2011,2,2011,1,2,2
2/3/2011,9470979051382.32,4629447969498.62,14100427020880.90,1,2011,2,2011,1,2,3
2/4/2011,9471076036751.63,4628747634553.43,14099823671305.00,1,2011,2,2011,1,2,4
2/7/2011,9471051926030.05,4632969811221.48,14104021737251.50,1,2011,2,2011,1,2,7
2/8/2011,9471150634328.07,4639270175734.21,14110420810062.20,1,2011,2,2011,1,2,8
2/9/2011,9471221510094.19,4627567603687.13,14098789113781.30,1,2011,2,2011,1,2,9
2/10/2011,9455138178100.21,4628207587981.94,14083345766082.10,1,2011,2,2011,1,2,10
2/11/2011,9455006722927.41,4627705999407.52,14082712722334.90,1,2011,2,2011,1,2,11
2/14/2011,9453956356386.45,4627604968295.38,14081561324681.80,1,2011,2,2011,1,2,14
2/15/2011,9502102547695.89,4635982572515.77,14138085120211.60,1,2011,2,2011,1,2,15
2/16/2011,9502216756164.15,4627672934213.35,14129889690377.50,1,2011,2,2011,1,2,16
2/17/2011,9490705812100.38,4632883495090.15,14123589307190.50,1,2011,2,2011,1,2,17
2/18/2011,9490899277201.22,4633932602590.10,14124831879791.30,1,2011,2,2011,1,2,18
2/22/2011,9491474775494.95,4637081872167.73,14128556647662.60,1,2011,2,2011,1,2,22
2/23/2011,9492079418519.44,4633383257788.07,14125462676307.50,1,2011,2,2011,1,2,23
2/24/2011,9485547122223.65,4634260699795.84,14119807822019.40,1,2011,2,2011,1,2,24
2/25/2011,9511339835005.19,4626201263867.52,14137541098872.70,1,2011,2,2011,1,2,25
2/28/2011,9565541417510.14,4629222921952.50,14194764339462.60,1,2011,2,2011,1,2,28
3/1/2011,9562563775550.10,4610393814306.52,14172957589856.60,1,2011,2,2011,1,3,1
3/2/2011,9562608771779.38,4615916336488.22,14178525108267.60,1,2011,2,2011,1,3,2
3/3/2011,9571009627588.32,4611076571468.69,14182086199057.00,1,2011,2,2011,1,3,3
3/4/2011,9571126198972.77,4611500985908.26,14182627184881.00,1,2011,2,2011,1,3,4
3/7/2011,9571237801717.37,4614931001963.10,14186168803680.40,1,2011,2,2011,1,3,7
3/8/2011,9571514785739.56,4621661967732.06,14193176753471.60,1,2011,2,2011,1,3,8
3/9/2011,9572070258391.50,4610593589972.50,14182663848364.00,1,2011,2,2011,1,3,9
3/10/2011,9551255398880.23,4612177672255.04,14163433071135.20,1,2011,2,2011,1,3,10
3/11/2011,9552087457389.01,4612272903889.84,14164360361278.80,1,2011,2,2011,1,3,11
3/14/2011,9552467551218.67,4613563236561.13,14166030787779.80,1,2011,2,2011,1,3,14
3/15/2011,9618473765645.37,4619478511253.32,14237952276898.60,1,2011,2,2011,1,3,15
3/16/2011,9619622421602.38,4613227572352.72,14232849993955.10,1,2011,2,2011,1,3,16
3/17/2011,9604705993165.07,4619024281015.73,14223730274180.80,1,2011,2,2011,1,3,17
3/18/2011,9605322229226.30,4619540191693.03,14224862420919.30,1,2011,2,2011,1,3,18
3/21/2011,9605221355491.66,4622971770647.06,14228193126138.70,1,2011,2,2011,1,3,21
3/22/2011,9605587421665.94,4627971862026.46,14233559283692.40,1,2011,2,2011,1,3,22
3/23/2011,9605524165923.99,4619473930287.72,14224998096211.70,1,2011,2,2011,1,3,23
3/24/2011,9589761022374.59,4620310826478.51,14210071848853.10,1,2011,2,2011,1,3,24
3/25/2011,9589726447637.34,4621807104003.63,14211533551640.90,1,2011,2,2011,1,3,25
3/28/2011,9589953849874.55,4621613813056.68,14211567662931.20,1,2011,2,2011,1,3,28
3/29/2011,9590134857289.87,4625609340398.39,14215744197688.20,1,2011,2,2011,1,3,29
3/30/2011,9590804946759.17,4619335041477.56,14210139988236.70,1,2011,2,2011,1,3,30
3/31/2011,9651643154138.73,4618471376661.65,14270114530800.30,1,2011,2,2011,1,3,31
4/1/2011,9649667078138.63,4601507438169.85,14251174516308.40,1,2011,3,2011,2,4,1
4/4/2011,9650003952066.04,4593927612150.53,14243931564216.50,1,2011,3,2011,2,4,4
4/5/2011,9649972136434.37,4612172326463.57,14262144462897.90,1,2011,3,2011,2,4,5
4/6/2011,9649960380158.64,4609801606721.02,14259761986879.60,1,2011,3,2011,2,4,6
4/7/2011,9652195544012.12,4612049982299.46,14264245526311.50,1,2011,3,2011,2,4,7
4/8/2011,9652196858759.48,4613186275260.05,14265383134019.50,1,2011,3,2011,2,4,8
4/11/2011,9652587224970.63,4615173314221.26,14267760539191.80,1,2011,3,2011,2,4,11
4/12/2011,9652592140320.38,4620401463297.06,14272993603617.40,1,2011,3,2011,2,4,12
4/13/2011,9652808590790.24,4611338768256.04,14264147359046.20,1,2011,3,2011,2,4,13
4/14/2011,9657636099303.31,4613156019881.58,14270792119184.80,1,2011,3,2011,2,4,14
4/15/2011,9679202714701.01,4626133866291.10,14305336580992.10,1,2011,3,2011,2,4,15
4/18/2011,9679522848142.48,4629636249735.17,14309159097877.60,1,2011,3,2011,2,4,18
4/19/2011,9680021693766.99,4640446861324.69,14320468555091.60,1,2011,3,2011,2,4,19
4/20/2011,9680052848645.78,4634743988389.98,14314796837035.70,1,2011,3,2011,2,4,20
4/21/2011,9650447904606.47,4640340756644.03,14290788661250.50,1,2011,3,2011,2,4,21
4/22/2011,9650617368582.25,4642625401772.57,14293242770354.80,1,2011,3,2011,2,4,22
4/25/2011,9650914438107.38,4648015582591.15,14298930020698.50,1,2011,3,2011,2,4,25
4/26/2011,9651121964676.35,4653288543049.75,14304410507726.10,1,2011,3,2011,2,4,26
4/27/2011,9648789481220.81,4646338344588.29,14295127825809.10,1,2011,3,2011,2,4,27
4/28/2011,9641079277378.41,4641518820162.34,14282598097540.70,1,2011,3,2011,2,4,28
4/29/2011,9654950165830.41,4632679886492.71,14287630052323.10,1,2011,3,2011,2,4,29
5/2/2011,9698020425418.20,4622629230674.40,14320649656092.60,1,2011,3,2011,2,5,2
5/3/2011,9698303861133.10,4633488579764.66,14331792440897.70,1,2011,3,2011,2,5,3
5/4/2011,9698384234058.33,4635429256577.71,14333813490636.00,1,2011,3,2011,2,5,4
5/5/2011,9680662997068.88,4641004190682.67,14321667187751.50,1,2011,3,2011,2,5,5
5/6/2011,9680750181123.70,4641936724436.31,14322686905560.00,1,2011,3,2011,2,5,6
5/9/2011,9681179453898.66,4644605091889.65,14325784545788.30,1,2011,3,2011,2,5,9
5/10/2011,9681417347166.90,4650105450714.71,14331522797881.60,1,2011,3,2011,2,5,10
5/11/2011,9681617664759.55,4640440091757.58,14322057756517.10,1,2011,3,2011,2,5,11
5/12/2011,9666109562809.12,4641689778754.69,14307799341563.80,1,2011,3,2011,2,5,12
5/13/2011,9666271678566.97,4642113503083.13,14308385181650.10,1,2011,3,2011,2,5,13
5/16/2011,9717694227528.65,4627843278273.80,14345537505802.40,1,2011,3,2011,2,5,16
5/17/2011,9708669803594.86,4636855058765.22,14345524862360.00,1,2011,3,2011,2,5,17
5/18/2011,9718512519012.13,4626999697976.90,14345512216989.00,1,2011,3,2011,2,5,18
5/19/2011,9716152725750.72,4629358121484.54,14345510847235.20,1,2011,3,2011,2,5,19
5/20/2011,9717285305168.49,4628213097570.29,14345498402738.70,1,2011,3,2011,2,5,20
5/23/2011,9716224504953.51,4629236562052.56,14345461067006.00,1,2011,3,2011,2,5,23
5/24/2011,9712166006111.72,4633282614630.08,14345448620741.80,1,2011,3,2011,2,5,24
5/25/2011,9722806787651.37,4622629386545.07,14345436174196.40,1,2011,3,2011,2,5,25
5/26/2011,9717578735257.76,4627861778721.61,14345440513979.30,1,2011,3,2011,2,5,26
5/27/2011,9717863843755.13,4627564361089.06,14345428204844.10,1,2011,3,2011,2,5,27
5/31/2011,9723456023743.74,4621212257467.27,14344668281211.00,1,2011,3,2011,2,5,31
6/1/2011,9736528968465.76,4608126997848.59,14344655966314.30,1,2011,3,2011,2,6,1
6/2/2011,9735616790661.91,4609089646379.59,14344706437041.50,1,2011,3,2011,2,6,2
6/3/2011,9741263236751.71,4603431155465.53,14344694392217.20,1,2011,3,2011,2,6,3
6/6/2011,9738557389966.16,4606100865260.68,14344658255226.80,1,2011,3,2011,2,6,6
6/7/2011,9734031249304.81,4610614959437.02,14344646208741.80,1,2011,3,2011,2,6,7
6/8/2011,9743261382320.32,4601372779544.67,14344634161864.90,1,2011,3,2011,2,6,8
6/9/2011,9750040419177.27,4594597730633.19,14344638149810.40,1,2011,3,2011,2,6,9
6/10/2011,9750131124994.24,4594495107134.72,14344626232128.90,1,2011,3,2011,2,6,10
6/13/2011,9747653568358.75,4596936907833.59,14344590476192.30,1,2011,3,2011,2,6,13
6/14/2011,9741977263044.44,4602601293687.51,14344578556731.90,1,2011,3,2011,2,6,14
6/15/2011,9747701949829.86,4596864686996.40,14344566636826.20,1,2011,3,2011,2,6,15
6/16/2011,9742786662565.22,4601784623584.65,14344571286149.80,1,2011,3,2011,2,6,16
6/17/2011,9739505895791.96,4605053616132.96,14344559511924.90,1,2011,3,2011,2,6,17
6/20/2011,9738107728289.57,4606416457778.62,14344524186068.10,1,2011,3,2011,2,6,20
6/21/2011,9732784354381.01,4611728055663.13,14344512410044.10,1,2011,3,2011,2,6,21
6/22/2011,9741622782226.81,4602877851349.46,14344500633576.20,1,2011,3,2011,2,6,22
6/23/2011,9738039057343.52,4606464350365.41,14344503407708.90,1,2011,3,2011,2,6,23
6/24/2011,9739123756153.88,4605368034978.83,14344491791132.70,1,2011,3,2011,2,6,24
6/27/2011,9736653232836.52,4607803705337.67,14344456938174.10,1,2011,3,2011,2,6,27
6/28/2011,9731228079037.89,4613217240768.50,14344445319806.30,1,2011,3,2011,2,6,28
6/29/2011,9738245826816.95,4606187874075.46,14344433700892.40,1,2011,3,2011,2,6,29
6/30/2011,9742223364846.58,4600864275161.82,14343087640008.40,1,2011,3,2011,2,6,30
7/1/2011,9761785482183.79,4581293783933.33,14343079266117.10,1,2011,4,2011,3,7,1
7/5/2011,9754032683356.88,4589000503321.67,14343033186678.50,1,2011,4,2011,3,7,5
7/6/2011,9748841925620.21,4594179923367.02,14343021848987.20,1,2011,4,2011,3,7,6
7/7/2011,9749919434766.85,4593102490576.26,14343021925343.10,1,2011,4,2011,3,7,7
7/8/2011,9749084964821.45,4593925745716.13,14343010710537.50,1,2011,4,2011,3,7,8
7/11/2011,9744962661098.09,4598014404794.64,14342977065892.70,1,2011,4,2011,3,7,11
7/12/2011,9741328212172.62,4601637637955.58,14342965850128.20,1,2011,4,2011,3,7,12
7/13/2011,9752020265772.31,4590934368144.10,14342954633916.40,1,2011,4,2011,3,7,13
7/14/2011,9750503934099.81,4592449951542.17,14342953885641.90,1,2011,4,2011,3,7,14
7/15/2011,9753604438381.32,4589338435311.53,14342942873692.80,1,2011,4,2011,3,7,15
7/18/2011,9753843228975.15,4589066340353.59,14342909569328.70,1,2011,4,2011,3,7,18
7/19/2011,9753904328297.12,4588994138771.95,14342898467069.00,1,2011,4,2011,3,7,19
7/20/2011,9753657737209.51,4589229627152.31,14342887364361.80,1,2011,4,2011,3,7,20
7/21/2011,9747385038148.48,4595499906847.80,14342884944996.20,1,2011,4,2011,3,7,21
7/22/2011,9748189073389.64,4594684906653.27,14342873980042.90,1,2011,4,2011,3,7,22
7/25/2011,9747197103331.70,4595643979717.97,14342841083049.60,1,2011,4,2011,3,7,25
7/26/2011,9747272360004.06,4595557756547.22,14342830116551.20,1,2011,4,2011,3,7,26
7/27/2011,9747742929867.95,4595076219736.81,14342819149604.70,1,2011,4,2011,3,7,27
7/28/2011,9753190109078.68,4589675776227.78,14342865885306.40,1,2011,4,2011,3,7,28
7/29/2011,9755795681448.82,4586573604746.79,14342369286195.60,1,2011,4,2011,3,7,29
8/1/2011,9783069049952.69,4559289391016.41,14342358440969.10,1,2011,4,2011,3,8,1
8/2/2011,9907752744860.54,4672951998220.43,14580704743080.90,1,2011,4,2011,3,8,2
8/3/2011,9907654619535.26,4666953320526.99,14574607940062.20,1,2011,4,2011,3,8,3
8/4/2011,9894847066139.37,4670123101570.01,14564970167709.30,1,2011,4,2011,3,8,4
8/5/2011,9914994383088.84,4669506456237.02,14584500839325.80,1,2011,4,2011,3,8,5
8/8/2011,9915515946703.07,4672211658740.37,14587727605443.40,1,2011,4,2011,3,8,8
8/9/2011,9915945812737.81,4676045686788.21,14591991499526.00,1,2011,4,2011,3,8,9
8/10/2011,9916296448358.23,4665660932951.55,14581957381309.70,1,2011,4,2011,3,8,10
8/11/2011,9921146601533.97,4666764704461.98,14587911305995.90,1,2011,4,2011,3,8,11
8/12/2011,9921178729715.63,4666014140707.02,14587192870422.60,1,2011,4,2011,3,8,12
8/15/2011,9946617880447.03,4668949467756.68,14615567348203.70,1,2011,4,2011,3,8,15
8/16/2011,9946506731022.45,4645735484619.45,14592242215641.90,1,2011,4,2011,3,8,16
8/17/2011,9946351371658.73,4666841790105.64,14613193161764.30,1,2011,4,2011,3,8,17
8/18/2011,9952610019891.79,4667586563532.41,14620196583424.20,1,2011,4,2011,3,8,18
8/19/2011,9972502845412.93,4666736722461.45,14639239567874.30,1,2011,4,2011,3,8,19
8/22/2011,9972289792411.94,4640145705926.68,14612435498338.60,1,2011,4,2011,3,8,22
8/23/2011,9973104150361.44,4676185519986.41,14649289670347.80,1,2011,4,2011,3,8,23
8/24/2011,9973599668211.01,4665507584890.10,14639107253101.10,1,2011,4,2011,3,8,24
8/25/2011,9989043750341.79,4664504136014.32,14653547886356.10,1,2011,4,2011,3,8,25
8/26/2011,9990047413541.98,4663780779375.37,14653828192917.30,1,2011,4,2011,3,8,26
8/29/2011,9989974192571.08,4634818497222.78,14624792689793.80,1,2011,4,2011,3,8,29
8/30/2011,9990126772846.86,4632518164730.04,14622644937576.90,1,2011,4,2011,3,8,30
8/31/2011,10024253354407.00,4660039640336.86,14684292994743.90,1,2011,4,2011,3,8,31
9/1/2011,10058384678037.30,4639030111526.08,14697414789563.40,1,2011,4,2011,3,9,1
9/2/2011,10058566898840.40,4636295467320.50,14694862366160.90,1,2011,4,2011,3,9,2
